vehicle_id,route,direction_id,recorded_at,server_timestamp,lat,lng,bearing,speed,headsign,stop_name,is_accessible
3042,M14,0,2026-05-15T01:20:26.837Z,1778808016000,45.7500915527344,21.2055797576904,77.8909454345703,30.0,"Dumbrăvița (Girație centură)","Gara de Nord",1
3042,M14,0,2026-05-15T01:20:43.561Z,1778808032000,45.7498397827149,21.2036209106445,77.8909454345703,34.0,"Dumbrăvița (Girație centură)","Gara de Nord",1
3042,M14,0,2026-05-15T01:21:00.358Z,1778808048000,45.7496109008789,21.2020301818848,77.8909454345703,17.0,"Dumbrăvița (Girație centură)","Gara de Nord",1
3042,M14,0,2026-05-15T01:21:16.866Z,1778808065000,45.7494697570801,21.2014999389648,77.5606918334961,23.0,"Dumbrăvița (Girație centură)","Pop de Băsești (Gării)",1
3042,M14,0,2026-05-15T01:21:33.267Z,1778808083000,45.7492408752441,21.2000007629395,77.5606918334961,21.0,"Dumbrăvița (Girație centură)","Pop de Băsești (Gării)",1
3042,M14,0,2026-05-15T01:21:49.998Z,1778808097000,45.7489891052246,21.199520111084,77.5606918334961,13.0,"Dumbrăvița (Girație centură)","Pop de Băsești (Gării)",1
3042,M14,0,2026-05-15T01:22:06.559Z,1778808109000,45.748851776123,21.1997108459473,77.5606918334961,,"Dumbrăvița (Girație centură)","Pop de Băsești (Gării)",1
3042,M14,0,2026-05-15T01:22:17.767Z,1778808128000,45.748851776123,21.1997108459473,77.5606918334961,,"Dumbrăvița (Girație centură)","Pop de Băsești (Gării)",1
3042,M14,0,2026-05-15T01:22:39.768Z,1778808142000,45.748851776123,21.1997108459473,77.5606918334961,,"Dumbrăvița (Girație centură)","Pop de Băsești (Gării)",1
3042,M14,0,2026-05-15T01:22:50.966Z,1778808156000,45.748851776123,21.1997108459473,77.5606918334961,,"Dumbrăvița (Girație centură)","Pop de Băsești (Gării)",1
