vehicle_id,route,direction_id,recorded_at,server_timestamp,lat,lng,bearing,speed,headsign,stop_name,is_accessible
GLJ,E6,1,2026-05-12T19:21:23+0000,1778613670000,45.7599601745605,21.2276706695557,158.820877075195,0.0,Oituz,"Piața Mărăști (Oituz)",0
GLJ,E6,1,2026-05-12T19:23:07+0000,1778613779000,45.7593994140625,21.2289390563965,95.8172225952148,0.0,Oituz,"Piața Mărăști (Oituz)",0
GLJ,E6,1,2026-05-12T19:23:26+0000,1778613793000,45.7593994140625,21.2289390563965,95.8172225952148,0.0,Oituz,"Piața Mărăști (Oituz)",0
GLJ,E6,1,2026-05-12T19:23:43+0000,1778613801000,45.7594299316406,21.2291507720947,96.2411804199219,15.0,Oituz,"Piața Mărăști (Oituz)",0
GLJ,E6,1,2026-05-12T19:23:59+0000,1778613821000,45.759090423584,21.2312297821045,121.950286865234,36.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:24:11+0000,1778613838000,45.7579498291016,21.2324199676514,157.982894897461,14.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:24:27+0000,1778613853000,45.7577514648438,21.2329406738281,82.6652221679688,15.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:24:44+0000,1778613869000,45.7580413818359,21.2332496643066,344.802886962891,0.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:25:00+0000,1778613885000,45.7580413818359,21.2332496643066,344.802886962891,0.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:25:12+0000,1778613899000,45.7580795288086,21.2332305908203,344.802886962891,11.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:25:29+0000,1778613913000,45.7584609985352,21.2326202392578,304.566131591797,13.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:25:45+0000,1778613929000,45.7585296630859,21.2324905395508,304.566131591797,0.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,1,2026-05-12T19:25:57+0000,1778613939000,45.7585296630859,21.2324905395508,304.566131591797,0.0,Oituz,"Oituz (Punctele cardinale)",0
GLJ,E6,0,2026-05-12T19:26:14+0000,1778613965000,45.7589988708496,21.2315998077393,299.612915039062,0.0,P.I.T.T.,"Oituz (Punctele cardinale)",0
GLJ,E6,0,2026-05-12T19:26:31+0000,1778613973000,45.7590713500977,21.231330871582,299.612915039062,19.0,P.I.T.T.,"Oituz (Punctele cardinale)",0
GLJ,E6,0,2026-05-12T19:26:47+0000,1778613993000,45.7594795227051,21.2298202514648,277.301605224609,20.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:26:59+0000,1778614009000,45.7595596313477,21.2283191680908,301.383422851563,25.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:27:10+0000,1778614024000,45.7602806091309,21.2275009155273,338.639251708984,28.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:27:32+0000,1778614040000,45.7616691589355,21.2267208099365,338.639251708984,44.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:27:43+0000,1778614053000,45.7630805969238,21.2259197235107,338.639251708984,38.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:28:05+0000,1778614069000,45.7641983032227,21.2255306243896,351.901275634766,8.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:28:16+0000,1778614083000,45.7642288208008,21.2255306243896,351.901275634766,0.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:28:28+0000,1778614099000,45.7642288208008,21.2255306243896,351.901275634766,0.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:28:44+0000,1778614114000,45.7642288208008,21.2255306243896,351.901275634766,0.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:29:01+0000,1778614129000,45.7644996643066,21.2254505157471,289.412475585937,10.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:29:18+0000,1778614143000,45.7645797729492,21.2253494262695,289.412475585937,13.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:29:30+0000,1778614158000,45.7648010253906,21.224630355835,323.451171875,17.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:29:47+0000,1778614174000,45.7651214599609,21.2244205474853,324.092834472656,0.0,P.I.T.T.,"Piața Consiliul Europei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:30:03+0000,1778614195000,45.7658996582031,21.2236309051514,324.092834472656,30.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:30:20+0000,1778614211000,45.7670516967773,21.2225208282471,324.092834472656,27.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:30:36+0000,1778614223000,45.767448425293,21.2220401763916,324.092834472656,0.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:30:53+0000,1778614238000,45.767520904541,21.2218894958496,324.092834472656,15.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:31:04+0000,1778614254000,45.7684097290039,21.2209606170654,324.092834472656,32.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:31:20+0000,1778614270000,45.7689094543457,21.2204704284668,324.092834472656,0.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:31:37+0000,1778614284000,45.7689094543457,21.2204704284668,324.092834472656,0.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:31:53+0000,1778614300000,45.7689094543457,21.2204704284668,324.092834472656,0.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:32:10+0000,1778614315000,45.7689094543457,21.2204704284668,324.092834472656,0.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:32:26+0000,1778614331000,45.7689094543457,21.2204704284668,324.092834472656,0.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:32:37+0000,1778614349000,45.7694816589356,21.2199192047119,324.092834472656,3.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:32:59+0000,1778614364000,45.7697792053223,21.2195301055908,324.477478027344,23.0,P.I.T.T.,"Miresei (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:33:10+0000,1778614379000,45.7705192565918,21.2187309265137,324.477478027344,20.0,P.I.T.T.,"Calea Torontalului (Liege)",0
GLJ,E6,0,2026-05-12T19:33:22+0000,1778614395000,45.7714805603027,21.2177505493164,324.477478027344,29.0,P.I.T.T.,"Calea Torontalului (Liege)",0
GLJ,E6,0,2026-05-12T19:33:38+0000,1778614408000,45.7721099853516,21.2171096801758,324.477478027344,12.0,P.I.T.T.,"Calea Torontalului (Liege)",0
GLJ,E6,0,2026-05-12T19:34:00+0000,1778614424000,45.7724304199219,21.2167892456055,324.477478027344,4.0,P.I.T.T.,"Calea Torontalului (Liege)",0
GLJ,E6,0,2026-05-12T19:34:11+0000,1778614438000,45.7728385925293,21.2163200378418,324.477478027344,19.0,P.I.T.T.,"Calea Torontalului (Liege)",0
GLJ,E6,0,2026-05-12T19:34:27+0000,1778614454000,45.7730293273926,21.2160892486572,323.854400634766,7.0,P.I.T.T.,"Calea Torontalului (Liege)",0
GLJ,E6,0,2026-05-12T19:34:44+0000,1778614462000,45.7733192443848,21.2157897949219,323.854400634766,22.0,P.I.T.T.,"Calea Torontalului (Liege)",0
GLJ,E6,0,2026-05-12T19:35:00+0000,1778614484000,45.7747611999512,21.2143497467041,323.854400634766,30.0,P.I.T.T.,VOX,0
GLJ,E6,0,2026-05-12T19:35:12+0000,1778614500000,45.7757301330566,21.2133502960205,323.854400634766,29.0,P.I.T.T.,VOX,0
GLJ,E6,0,2026-05-12T19:35:28+0000,1778614515000,45.776741027832,21.2122497558594,322.405883789063,33.0,P.I.T.T.,"Grigore Alexandrescu (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:35:45+0000,1778614531000,45.7773094177246,21.211669921875,322.405883789063,0.0,P.I.T.T.,"Grigore Alexandrescu (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:36:01+0000,1778614544000,45.7776298522949,21.2112998962402,323.710693359375,23.0,P.I.T.T.,"Grigore Alexandrescu (Calea Torontalului)",0
GLJ,E6,0,2026-05-12T19:36:18+0000,1778614559000,45.7783699035645,21.2108097076416,310.209442138672,24.0,P.I.T.T.,Campeador,0
GLJ,E6,0,2026-05-12T19:36:29+0000,1778614575000,45.7790603637695,21.209379196167,317.347534179687,35.0,P.I.T.T.,Campeador,0
GLJ,E6,0,2026-05-12T19:36:45+0000,1778614591000,45.780158996582,21.207950592041,317.347534179687,40.0,P.I.T.T.,Campeador,0
GLJ,E6,0,2026-05-12T19:37:02+0000,1778614599000,45.7807693481445,21.2071704864502,317.347534179687,41.0,P.I.T.T.,Campeador,0
